session_id,charger_id,city,connector_type,max_power_kw,location_type,start_time,end_time,energy_delivered_kwh,peak_power_kw,avg_power_kw,session_duration_min,soc_start,soc_end,month_year
62cb3249-25e,EVC-GAN-0100,Gandhinagar,Type2_AC,120,Public,2023-01-12T16:06:00,2023-01-12T16:30:00,30.45,87.98,76.13,24,40,95,2023-01
d47fa381-c12,EVC-RAJ-0044,Rajkot,Bharat_DC,60,Residential,2023-01-12T13:09:00,2023-01-12T15:31:00,111.78,54.62,47.23,142,40,100,2023-01
3cfdd32c-e81,EVC-JAM-0045,Jamnagar,Bharat_DC,120,Highway,2023-01-12T12:44:00,2023-01-12T14:40:00,181.82,98.83,94.05,116,27,50,2023-01
72e91683-6db,EVC-GAN-0100,Gandhinagar,Type2_AC,120,Public,2023-01-12T22:50:00,2023-01-13T01:01:00,155.48,82.84,71.21,131,49,100,2023-01
443697ae-25a,EVC-RAJ-0009,Rajkot,Type2_AC,3.3,Highway,2023-01-12T21:39:00,2023-01-12T22:12:00,1.37,2.54,2.48,33,27,71,2023-01
0364d89f-0f9,EVC-BHA-0016,Bhavnagar,CCS2,120,Office,2023-01-12T19:57:00,2023-01-12T23:12:00,199.19,72.25,61.29,195,6,65,2023-01
5f91d9af-28f,EVC-AHM-0013,Ahmedabad,Bharat_DC,22,Residential,2023-01-12T07:54:00,2023-01-12T10:05:00,41.65,22.15,19.08,131,17,94,2023-01
128a75ea-3ad,EVC-SUR-0048,Surat,Type2_AC,150,Public,2023-01-12T14:48:00,2023-01-12T17:48:00,356.8,136.74,118.93,180,11,53,2023-01
ffe8b3b1-306,EVC-GAN-0100,Gandhinagar,Type2_AC,120,Public,2023-01-12T11:51:00,2023-01-12T14:55:00,147.85,51.98,48.21,184,9,54,2023-01
a25e3f4f-d1f,EVC-JAM-0049,Jamnagar,Bharat_DC,60,Public,2023-01-12T10:31:00,2023-01-12T12:46:00,102.72,49.93,45.65,135,26,83,2023-01
d1581657-060,EVC-JAM-0024,Jamnagar,CCS2,7.4,Office,2023-01-12T01:11:00,2023-01-12T01:58:00,4.42,6.24,5.64,47,24,77,2023-01
15601f1d-750,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2023-01-12T13:16:00,2023-01-12T13:52:00,3.9,7.08,6.5,36,45,100,2023-01
4bb328e1-592,EVC-BHA-0014,Bhavnagar,CHAdeMO,120,Office,2023-01-12T19:19:00,2023-01-12T20:33:00,132.61,111.02,107.52,74,16,68,2023-01
73116184-84d,EVC-JAM-0045,Jamnagar,Bharat_DC,120,Highway,2023-01-12T19:06:00,2023-01-12T20:08:00,95.97,93.23,92.87,62,48,100,2023-01
d59189cf-085,EVC-SUR-0048,Surat,Type2_AC,150,Public,2023-01-13T10:41:00,2023-01-13T12:18:00,217.58,153.59,134.59,97,17,84,2023-01
ebdf388e-a54,EVC-GAN-0081,Gandhinagar,Bharat_DC,150,Public,2023-01-13T13:43:00,2023-01-13T17:23:00,329.67,105.15,89.91,220,42,87,2023-01
7c3dd7d4-a9e,EVC-GAN-0088,Gandhinagar,CHAdeMO,150,Public,2023-01-13T10:43:00,2023-01-13T12:14:00,163.58,127.05,107.85,91,9,79,2023-01
2ea64851-ccc,EVC-SUR-0028,Surat,CCS2,7.4,Mall,2023-01-13T03:51:00,2023-01-13T06:44:00,18.67,6.62,6.48,173,37,100,2023-01
3765da3a-058,EVC-BHA-0062,Bharuch,Type2_AC,7.4,Public,2023-01-13T05:23:00,2023-01-13T06:50:00,9.37,7.12,6.46,87,46,67,2023-01
46ebd5c2-506,EVC-AHM-0002,Ahmedabad,CHAdeMO,60,Mall,2023-01-13T14:06:00,2023-01-13T17:44:00,164.29,47.11,45.22,218,48,86,2023-01
cf0319a3-626,EVC-AHM-0095,Ahmedabad,CHAdeMO,120,Office,2023-01-13T15:49:00,2023-01-13T19:14:00,185.86,61.49,54.4,205,37,65,2023-01
32c380a1-64c,EVC-BHA-0016,Bhavnagar,CCS2,120,Office,2023-01-13T15:47:00,2023-01-13T19:27:00,400.48,120.33,109.22,220,12,81,2023-01
70bb2477-286,EVC-SUR-0061,Surat,Bharat_DC,60,Highway,2023-01-13T10:06:00,2023-01-13T10:27:00,12.16,41.29,34.75,21,45,100,2023-01
bea029a0-bf2,EVC-AHM-0065,Ahmedabad,Bharat_DC,7.4,Public,2023-01-13T04:58:00,2023-01-13T06:24:00,7.46,6.09,5.2,86,29,94,2023-01
75c4654f-eb7,EVC-AHM-0084,Ahmedabad,Bharat_DC,22,Residential,2023-01-13T06:45:00,2023-01-13T08:46:00,39.86,20.45,19.76,121,23,74,2023-01
23ad078a-996,EVC-RAJ-0009,Rajkot,Type2_AC,3.3,Highway,2023-01-13T14:22:00,2023-01-13T14:51:00,1.43,3.11,2.97,29,18,50,2023-01
686e4314-82d,EVC-BHA-0015,Bharuch,CCS2,3.3,Office,2023-01-13T11:09:00,2023-01-13T13:30:00,3.29,1.57,1.4,141,7,83,2023-01
57d5f873-914,EVC-GAN-0071,Gandhinagar,Bharat_DC,22,Mall,2023-01-13T18:36:00,2023-01-13T20:14:00,19.41,12.24,11.89,98,44,100,2023-01
b7ba87fb-041,EVC-MEH-0070,Mehsana,Type2_AC,22,Residential,2023-01-13T11:04:00,2023-01-13T13:56:00,45.92,17.16,16.02,172,45,100,2023-01
acc7c6b7-9d0,EVC-ANA-0012,Anand,Type2_AC,50,Residential,2023-01-14T12:53:00,2023-01-14T15:42:00,102.61,40.34,36.43,169,50,78,2023-01
bae7c8fb-7aa,EVC-MEH-0051,Mehsana,Type2_AC,22,Public,2023-01-14T18:26:00,2023-01-14T20:46:00,41.16,20.02,17.64,140,43,70,2023-01
47528f50-525,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2023-01-14T08:10:00,2023-01-14T12:06:00,478.94,135.82,121.76,236,17,92,2023-01
b27fc2a9-52a,EVC-SUR-0093,Surat,CHAdeMO,60,Highway,2023-01-14T08:47:00,2023-01-14T09:53:00,39.1,36.32,35.55,66,34,97,2023-01
78084b20-7a3,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2023-01-14T11:31:00,2023-01-14T15:09:00,345.19,96.63,95.01,218,20,84,2023-01
d58ed8dc-4a2,EVC-AHM-0097,Ahmedabad,CCS2,3.3,Mall,2023-01-14T09:17:00,2023-01-14T11:00:00,2.72,1.88,1.59,103,24,61,2023-01
6d9f0c8e-c67,EVC-BHA-0019,Bharuch,CCS2,7.4,Public,2023-01-14T08:15:00,2023-01-14T10:20:00,8.93,4.81,4.28,125,15,93,2023-01
5df52e8e-e71,EVC-AHM-0097,Ahmedabad,CCS2,3.3,Mall,2023-01-14T14:02:00,2023-01-14T15:21:00,1.84,1.64,1.39,79,32,55,2023-01
48d95a05-223,EVC-RAJ-0044,Rajkot,Bharat_DC,60,Residential,2023-01-14T05:40:00,2023-01-14T08:30:00,131.49,50.6,46.41,170,34,58,2023-01
d1db84f4-4be,EVC-SUR-0032,Surat,Bharat_DC,50,Public,2023-01-14T00:40:00,2023-01-14T04:00:00,110.68,33.27,33.2,200,38,61,2023-01
c182533f-bb0,EVC-VAD-0056,Vadodara,Bharat_DC,120,Office,2023-01-14T09:29:00,2023-01-14T11:52:00,149.87,74.98,62.88,143,20,94,2023-01
82d40e35-083,EVC-BHA-0091,Bharuch,CHAdeMO,60,Residential,2023-01-14T12:45:00,2023-01-14T16:21:00,141.89,45.95,39.42,216,38,91,2023-01
686c6131-b66,EVC-BHA-0050,Bharuch,Bharat_DC,50,Highway,2023-01-14T03:33:00,2023-01-14T06:25:00,125.27,47.62,43.7,172,48,100,2023-01
07ad71cf-b52,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2023-01-14T11:04:00,2023-01-14T13:13:00,31.31,17.05,14.56,129,31,53,2023-01
75201eb8-84f,EVC-MEH-0051,Mehsana,Type2_AC,22,Public,2023-01-14T17:20:00,2023-01-14T17:47:00,6.04,14.86,13.42,27,49,100,2023-01
a92bd699-7ab,EVC-RAJ-0030,Rajkot,Bharat_DC,3.3,Public,2023-01-14T17:42:00,2023-01-14T19:42:00,2.94,1.56,1.47,120,34,63,2023-01
b13ef9e8-0a2,EVC-BHA-0050,Bharuch,Bharat_DC,50,Highway,2023-01-14T08:20:00,2023-01-14T12:10:00,96.42,28.0,25.15,230,38,98,2023-01
59890bb9-c12,EVC-SUR-0032,Surat,Bharat_DC,50,Public,2023-01-14T09:27:00,2023-01-14T10:00:00,21.52,39.26,39.12,33,33,100,2023-01
c53c2bb5-c32,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2023-01-14T11:14:00,2023-01-14T15:07:00,22.01,6.17,5.67,233,24,50,2023-01
55dcc7b6-b49,EVC-VAD-0076,Vadodara,Type2_AC,120,Residential,2023-01-14T04:48:00,2023-01-14T05:18:00,33.91,80.33,67.82,30,28,58,2023-01
fda9e169-c10,EVC-JAM-0045,Jamnagar,Bharat_DC,120,Highway,2023-01-14T09:10:00,2023-01-14T09:33:00,30.76,85.72,80.25,23,12,36,2023-01
f15d2860-532,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2023-01-14T04:05:00,2023-01-14T04:57:00,26.35,30.8,30.41,52,49,100,2023-01
d05ebe4a-f52,EVC-AHM-0022,Ahmedabad,CHAdeMO,120,Highway,2023-01-14T20:40:00,2023-01-15T00:10:00,352.63,116.5,100.75,210,48,100,2023-01
8ba9dfc6-6c7,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2023-01-15T12:53:00,2023-01-15T14:06:00,8.01,7.38,6.58,73,44,100,2023-01
418af2a7-ce1,EVC-GAN-0100,Gandhinagar,Type2_AC,120,Public,2023-01-15T11:34:00,2023-01-15T14:17:00,215.99,90.97,79.5,163,8,65,2023-01
eded8810-6c4,EVC-SUR-0093,Surat,CHAdeMO,60,Highway,2023-01-15T09:43:00,2023-01-15T12:23:00,78.77,33.42,29.54,160,38,87,2023-01
86b8acc0-3cb,EVC-GAN-0071,Gandhinagar,Bharat_DC,22,Mall,2023-01-15T15:35:00,2023-01-15T18:32:00,29.2,11.02,9.9,177,24,69,2023-01
30677a2b-3a7,EVC-BHA-0031,Bharuch,CCS2,3.3,Highway,2023-01-15T17:00:00,2023-01-15T18:58:00,5.81,2.96,2.95,118,31,100,2023-01
d2e01258-5c4,EVC-SUR-0093,Surat,CHAdeMO,60,Highway,2023-01-15T12:01:00,2023-01-15T14:17:00,56.01,25.73,24.71,136,35,100,2023-01
72b1eba4-76c,EVC-BHA-0010,Bhavnagar,Bharat_DC,60,Mall,2023-01-15T16:42:00,2023-01-15T18:32:00,51.0,32.21,27.82,110,37,100,2023-01
dd09aa96-e54,EVC-ANA-0004,Anand,Type2_AC,50,Office,2023-01-15T12:34:00,2023-01-15T12:55:00,8.91,28.86,25.46,21,13,93,2023-01
afdd4571-dba,EVC-GAN-0071,Gandhinagar,Bharat_DC,22,Mall,2023-01-15T16:57:00,2023-01-15T20:14:00,30.81,9.45,9.38,197,46,91,2023-01
fe430c39-9ac,EVC-AHM-0065,Ahmedabad,Bharat_DC,7.4,Public,2023-01-15T18:53:00,2023-01-15T19:33:00,4.35,7.54,6.53,40,18,61,2023-01
4fa261c1-43b,EVC-AHM-0022,Ahmedabad,CHAdeMO,120,Highway,2023-01-15T18:10:00,2023-01-15T18:59:00,77.18,111.82,94.5,49,19,97,2023-01
5d94651d-d21,EVC-RAJ-0037,Rajkot,Type2_AC,22,Public,2023-01-15T17:58:00,2023-01-15T20:28:00,47.51,19.74,19.01,150,11,80,2023-01
75d33620-dba,EVC-GAN-0083,Gandhinagar,Bharat_DC,22,Highway,2023-01-15T05:08:00,2023-01-15T05:29:00,5.26,16.04,15.03,21,16,82,2023-01
c7e18969-991,EVC-SUR-0011,Surat,Type2_AC,3.3,Residential,2023-01-15T09:06:00,2023-01-15T09:52:00,1.31,1.74,1.71,46,15,93,2023-01
77de945f-20a,EVC-AHM-0097,Ahmedabad,CCS2,3.3,Mall,2023-01-15T14:14:00,2023-01-15T17:16:00,7.47,2.52,2.46,182,25,95,2023-01
e6691889-e3b,EVC-RAJ-0089,Rajkot,Bharat_DC,22,Residential,2023-01-15T19:16:00,2023-01-15T20:59:00,15.65,9.67,9.12,103,28,71,2023-01
e2ba7200-3bc,EVC-SUR-0085,Surat,Type2_AC,3.3,Residential,2023-01-15T07:08:00,2023-01-15T10:34:00,4.55,1.34,1.33,206,29,53,2023-01
c984d2bd-eb4,EVC-RAJ-0040,Rajkot,CCS2,3.3,Office,2023-01-15T10:32:00,2023-01-15T13:36:00,5.74,2.08,1.87,184,11,36,2023-01
3112d67b-a38,EVC-JAM-0049,Jamnagar,Bharat_DC,60,Public,2023-01-16T16:05:00,2023-01-16T18:07:00,82.56,47.06,40.6,122,41,100,2023-01
61020c13-d3a,EVC-MEH-0051,Mehsana,Type2_AC,22,Public,2023-01-16T14:27:00,2023-01-16T16:10:00,30.88,20.94,17.99,103,40,61,2023-01
bd554800-3c4,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2023-01-16T19:41:00,2023-01-16T20:47:00,117.85,115.57,107.13,66,20,40,2023-01
e6c10212-7d6,EVC-BHA-0010,Bhavnagar,Bharat_DC,60,Mall,2023-01-16T17:58:00,2023-01-16T20:19:00,98.98,43.36,42.12,141,48,100,2023-01
4355d90c-6fa,EVC-VAD-0090,Vadodara,CHAdeMO,150,Highway,2023-01-16T16:05:00,2023-01-16T19:36:00,358.94,110.17,102.07,211,39,82,2023-01
22e37516-392,EVC-JAM-0036,Jamnagar,CHAdeMO,150,Public,2023-01-16T14:04:00,2023-01-16T17:38:00,417.71,131.93,117.11,214,36,71,2023-01
aeac65b6-520,EVC-JAM-0078,Jamnagar,Bharat_DC,50,Highway,2023-01-16T08:24:00,2023-01-16T11:53:00,94.43,28.03,27.11,209,48,100,2023-01
b1734892-508,EVC-GAN-0100,Gandhinagar,Type2_AC,120,Public,2023-01-16T10:57:00,2023-01-16T11:30:00,55.34,116.37,100.61,33,12,37,2023-01
8e80042e-5d6,EVC-MEH-0082,Mehsana,CHAdeMO,60,Office,2023-01-16T16:04:00,2023-01-16T16:36:00,15.58,34.4,29.22,32,14,66,2023-01
327bda32-913,EVC-GAN-0100,Gandhinagar,Type2_AC,120,Public,2023-01-16T08:29:00,2023-01-16T10:05:00,108.95,80.89,68.1,96,7,43,2023-01
da094ccc-b14,EVC-AHM-0002,Ahmedabad,CHAdeMO,60,Mall,2023-01-16T04:52:00,2023-01-16T05:28:00,28.31,54.02,47.18,36,30,69,2023-01
26b115df-23c,EVC-JUN-0020,Junagadh,Bharat_DC,22,Residential,2023-01-16T11:01:00,2023-01-16T11:48:00,14.52,22.11,18.53,47,25,47,2023-01
3b745793-b4f,EVC-AHM-0084,Ahmedabad,Bharat_DC,22,Residential,2023-01-16T09:17:00,2023-01-16T10:56:00,14.65,8.96,8.88,99,17,46,2023-01
8ccb52fd-5d3,EVC-ANA-0092,Anand,CCS2,120,Office,2023-01-16T06:16:00,2023-01-16T10:00:00,242.71,70.6,65.01,224,9,58,2023-01
c5318148-896,EVC-VAD-0090,Vadodara,CHAdeMO,150,Highway,2023-01-16T13:08:00,2023-01-16T15:29:00,289.83,145.57,123.33,141,28,67,2023-01
5981ae6e-3e4,EVC-GAN-0086,Gandhinagar,Type2_AC,150,Residential,2023-01-16T16:24:00,2023-01-16T17:10:00,98.72,129.48,128.77,46,35,95,2023-01
a59e8ac0-a9e,EVC-SUR-0048,Surat,Type2_AC,150,Public,2023-01-16T20:45:00,2023-01-16T21:46:00,90.22,104.63,88.74,61,5,42,2023-01
f35f5a6d-841,EVC-JAM-0080,Jamnagar,CHAdeMO,120,Residential,2023-01-17T10:36:00,2023-01-17T14:08:00,172.92,55.36,48.94,212,34,100,2023-01
92527eba-e0f,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2023-01-17T14:39:00,2023-01-17T17:38:00,257.84,102.33,86.43,179,37,58,2023-01
aefe03fd-d3e,EVC-SUR-0099,Surat,CHAdeMO,150,Public,2023-01-17T19:37:00,2023-01-17T23:26:00,391.84,119.64,102.67,229,14,41,2023-01
7cf4f314-f58,EVC-JAM-0024,Jamnagar,CCS2,7.4,Office,2023-01-17T21:54:00,2023-01-18T00:29:00,8.02,3.52,3.11,155,9,81,2023-01
f83ea084-3ec,EVC-ANA-0042,Anand,CCS2,3.3,Public,2023-01-17T18:49:00,2023-01-17T19:28:00,1.63,2.76,2.5,39,50,76,2023-01
4e3b20a5-2b9,EVC-JAM-0024,Jamnagar,CCS2,7.4,Office,2023-01-17T12:46:00,2023-01-17T16:43:00,12.03,3.34,3.05,237,8,46,2023-01
6dfccff1-ba1,EVC-SUR-0005,Surat,CHAdeMO,120,Highway,2023-01-17T10:17:00,2023-01-17T13:11:00,277.3,99.08,95.62,174,23,87,2023-01
897b7598-23d,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2023-01-17T13:44:00,2023-01-17T15:37:00,31.24,16.76,16.59,113,35,69,2023-01
789a4aab-8b4,EVC-JAM-0024,Jamnagar,CCS2,7.4,Office,2023-01-17T19:15:00,2023-01-17T21:30:00,10.17,4.92,4.52,135,11,81,2023-01
51f2c7ec-1eb,EVC-RAJ-0009,Rajkot,Type2_AC,3.3,Highway,2023-01-17T13:17:00,2023-01-17T16:33:00,9.34,3.17,2.86,196,32,73,2023-01
2e97ceed-1db,EVC-SUR-0052,Surat,CHAdeMO,120,Highway,2023-01-17T07:09:00,2023-01-17T08:02:00,51.4,63.0,58.19,53,13,75,2023-01
1916f1e1-724,EVC-BHA-0062,Bharuch,Type2_AC,7.4,Public,2023-01-17T13:43:00,2023-01-17T17:10:00,13.01,4.12,3.77,207,29,53,2023-01
50fa8f5d-6c2,EVC-SUR-0008,Surat,Bharat_DC,120,Office,2023-01-17T08:51:00,2023-01-17T10:41:00,118.24,74.06,64.5,110,9,48,2023-01
5c1ac0ee-27c,EVC-VAD-0056,Vadodara,Bharat_DC,120,Office,2023-01-17T20:10:00,2023-01-17T20:52:00,67.94,114.97,97.06,42,40,86,2023-01
f947338c-2fc,EVC-ANA-0063,Anand,Type2_AC,120,Highway,2023-01-17T18:59:00,2023-01-17T19:13:00,11.41,51.26,48.89,14,31,86,2023-01
85f3fc5a-9e6,EVC-RAJ-0069,Rajkot,CCS2,3.3,Residential,2023-01-17T20:41:00,2023-01-17T22:23:00,3.78,2.24,2.22,102,25,56,2023-01
a6aa5d9d-40a,EVC-GAN-0079,Gandhinagar,CCS2,60,Residential,2023-01-18T02:13:00,2023-01-18T05:03:00,148.87,62.72,52.54,170,20,82,2023-01
5e29190e-6bf,EVC-GAN-0046,Gandhinagar,Bharat_DC,50,Highway,2023-01-18T07:47:00,2023-01-18T09:19:00,64.76,47.68,42.23,92,7,31,2023-01
ea3921f7-156,EVC-SUR-0099,Surat,CHAdeMO,150,Public,2023-01-18T18:54:00,2023-01-18T20:28:00,153.64,99.72,98.07,94,10,34,2023-01
5b082836-0cc,EVC-SUR-0008,Surat,Bharat_DC,120,Office,2023-01-18T10:03:00,2023-01-18T12:40:00,211.45,91.32,80.81,157,47,74,2023-01
e9a3ee83-743,EVC-ANA-0092,Anand,CCS2,120,Office,2023-01-18T08:16:00,2023-01-18T09:03:00,56.65,76.55,72.32,47,44,100,2023-01
3189a4a5-13c,EVC-AHM-0065,Ahmedabad,Bharat_DC,7.4,Public,2023-01-18T10:59:00,2023-01-18T14:42:00,24.51,6.73,6.59,223,50,100,2023-01
5b374efb-3be,EVC-JUN-0020,Junagadh,Bharat_DC,22,Residential,2023-01-18T07:30:00,2023-01-18T08:51:00,21.98,16.56,16.28,81,38,84,2023-01
0a885a8e-662,EVC-ANA-0058,Anand,Type2_AC,150,Mall,2023-01-18T19:41:00,2023-01-18T21:31:00,193.26,107.93,105.42,110,25,67,2023-01
667956f7-67a,EVC-MEH-0082,Mehsana,CHAdeMO,60,Office,2023-01-18T14:05:00,2023-01-18T15:56:00,88.12,55.59,47.63,111,23,57,2023-01
a4b456d9-e51,EVC-GAN-0081,Gandhinagar,Bharat_DC,150,Public,2023-01-19T21:36:00,2023-01-19T21:56:00,32.49,114.63,97.47,20,43,96,2023-01
b0e5afdb-0b5,EVC-ANA-0004,Anand,Type2_AC,50,Office,2023-01-19T08:42:00,2023-01-19T09:30:00,33.25,47.99,41.56,48,9,89,2023-01
eae9057e-205,EVC-VAD-0076,Vadodara,Type2_AC,120,Residential,2023-01-19T11:37:00,2023-01-19T15:11:00,376.97,112.51,105.69,214,26,95,2023-01
6548dd7c-01e,EVC-ANA-0063,Anand,Type2_AC,120,Highway,2023-01-19T19:11:00,2023-01-19T20:42:00,86.67,59.71,57.14,91,20,58,2023-01
cad936af-93a,EVC-AHM-0039,Ahmedabad,Type2_AC,3.3,Public,2023-01-19T18:11:00,2023-01-19T19:24:00,3.16,2.87,2.6,73,5,27,2023-01
009bba7b-bfa,EVC-RAJ-0044,Rajkot,Bharat_DC,60,Residential,2023-01-19T09:37:00,2023-01-19T13:29:00,101.92,27.71,26.36,232,19,70,2023-01
50106c7a-dff,EVC-SUR-0032,Surat,Bharat_DC,50,Public,2023-01-19T12:22:00,2023-01-19T14:14:00,48.64,29.07,26.06,112,41,81,2023-01
a935d72e-f24,EVC-SUR-0017,Surat,CHAdeMO,22,Mall,2023-01-19T14:07:00,2023-01-19T17:34:00,42.55,13.91,12.33,207,14,56,2023-01
086814df-8de,EVC-RAJ-0025,Rajkot,Type2_AC,22,Public,2023-01-19T19:00:00,2023-01-19T19:48:00,10.5,13.93,13.12,48,46,70,2023-01
0d68ee0f-d4e,EVC-GAN-0047,Gandhinagar,Bharat_DC,120,Mall,2023-01-19T17:39:00,2023-01-19T19:01:00,82.43,66.79,60.32,82,9,78,2023-01
c0506bcc-433,EVC-ANA-0042,Anand,CCS2,3.3,Public,2023-01-19T08:15:00,2023-01-19T09:50:00,4.58,3.4,2.89,95,43,100,2023-01
e3b248f0-238,EVC-GAN-0079,Gandhinagar,CCS2,60,Residential,2023-01-19T18:17:00,2023-01-19T18:38:00,15.4,52.14,44.01,21,29,88,2023-01
7bfab5e7-532,EVC-VAD-0098,Vadodara,CCS2,150,Highway,2023-01-20T12:44:00,2023-01-20T14:36:00,121.44,71.14,65.05,112,23,72,2023-01
d59b00a9-835,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2023-01-20T18:04:00,2023-01-20T21:00:00,238.3,89.69,81.24,176,12,45,2023-01
c914959d-604,EVC-MEH-0082,Mehsana,CHAdeMO,60,Office,2023-01-20T11:15:00,2023-01-20T12:24:00,33.25,29.3,28.92,69,12,63,2023-01
3bb728ec-ffb,EVC-BHA-0038,Bharuch,CCS2,7.4,Office,2023-01-20T07:20:00,2023-01-20T11:02:00,14.9,4.69,4.03,222,43,79,2023-01
b7a30ed4-155,EVC-BHA-0007,Bhavnagar,Bharat_DC,50,Office,2023-01-20T14:39:00,2023-01-20T17:16:00,80.22,36.0,30.66,157,18,64,2023-01
23be6a5a-688,EVC-GAN-0083,Gandhinagar,Bharat_DC,22,Highway,2023-01-20T11:10:00,2023-01-20T13:04:00,28.71,15.65,15.11,114,16,78,2023-01
2133ae97-a01,EVC-JAM-0043,Jamnagar,Type2_AC,60,Office,2023-01-20T13:32:00,2023-01-20T15:00:00,39.23,29.46,26.75,88,33,95,2023-01
942ecc5a-3dd,EVC-JUN-0001,Junagadh,CCS2,22,Public,2023-01-20T11:40:00,2023-01-20T12:37:00,12.96,14.29,13.64,57,6,43,2023-01
b99676b6-b99,EVC-AHM-0084,Ahmedabad,Bharat_DC,22,Residential,2023-01-21T09:58:00,2023-01-21T13:38:00,54.68,17.86,14.91,220,20,62,2023-01
1327704e-def,EVC-VAD-0059,Vadodara,Bharat_DC,7.4,Mall,2023-01-21T17:04:00,2023-01-21T21:00:00,16.39,4.72,4.17,236,39,63,2023-01
aacaa9c6-519,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2023-01-21T10:35:00,2023-01-21T11:51:00,5.55,4.77,4.38,76,8,59,2023-01
88685a62-f23,EVC-BHA-0014,Bhavnagar,CHAdeMO,120,Office,2023-01-21T07:38:00,2023-01-21T09:51:00,221.33,109.78,99.85,133,42,98,2023-01
08d09fad-877,EVC-RAJ-0072,Rajkot,CHAdeMO,7.4,Public,2023-01-21T10:49:00,2023-01-21T13:56:00,17.13,5.97,5.5,187,49,98,2023-01
4cb8f01e-002,EVC-MEH-0006,Mehsana,CCS2,120,Mall,2023-01-21T20:52:00,2023-01-22T00:43:00,285.54,74.19,74.17,231,15,77,2023-01
380ad609-346,EVC-AHM-0022,Ahmedabad,CHAdeMO,120,Highway,2023-01-21T08:35:00,2023-01-21T10:01:00,99.53,70.1,69.44,86,14,61,2023-01
eb5a9e48-069,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2023-01-21T12:26:00,2023-01-21T15:29:00,31.38,11.23,10.29,183,18,73,2023-01
462152f3-b99,EVC-SUR-0011,Surat,Type2_AC,3.3,Residential,2023-01-21T19:29:00,2023-01-21T19:56:00,0.92,2.42,2.04,27,12,88,2023-01
8f39acaa-cf2,EVC-BHA-0057,Bhavnagar,CCS2,22,Office,2023-01-21T13:59:00,2023-01-21T15:30:00,26.39,18.4,17.4,91,5,43,2023-01
a87d5bbb-255,EVC-MEH-0051,Mehsana,Type2_AC,22,Public,2023-01-21T21:09:00,2023-01-21T23:15:00,32.68,18.02,15.56,126,15,91,2023-01
a0e226ec-bf6,EVC-BHA-0062,Bharuch,Type2_AC,7.4,Public,2023-01-21T08:32:00,2023-01-21T11:43:00,19.18,6.98,6.03,191,9,76,2023-01
2696d33c-54a,EVC-RAJ-0087,Rajkot,Type2_AC,7.4,Highway,2023-01-21T19:34:00,2023-01-21T20:16:00,2.7,4.02,3.86,42,21,42,2023-01
098ab4a1-4de,EVC-MEH-0029,Mehsana,Bharat_DC,60,Office,2023-01-21T08:39:00,2023-01-21T10:30:00,69.28,44.61,37.45,111,11,50,2023-01
69ee1751-f91,EVC-JUN-0034,Junagadh,Bharat_DC,7.4,Mall,2023-01-21T14:12:00,2023-01-21T16:16:00,13.59,7.78,6.58,124,16,81,2023-01
b21f0596-a32,EVC-BHA-0007,Bhavnagar,Bharat_DC,50,Office,2023-01-22T16:07:00,2023-01-22T18:12:00,62.92,31.82,30.2,125,7,81,2023-01
4a94b3ab-4e7,EVC-BHA-0018,Bhavnagar,Bharat_DC,3.3,Office,2023-01-22T09:38:00,2023-01-22T12:04:00,3.25,1.58,1.33,146,45,90,2023-01
708a3b71-da3,EVC-GAN-0081,Gandhinagar,Bharat_DC,150,Public,2023-01-22T09:26:00,2023-01-22T11:33:00,144.95,72.51,68.48,127,30,53,2023-01
5e70050c-e9b,EVC-MEH-0070,Mehsana,Type2_AC,22,Residential,2023-01-22T09:10:00,2023-01-22T12:39:00,41.0,13.93,11.77,209,33,73,2023-01
0ee73bad-21c,EVC-AHM-0026,Ahmedabad,CHAdeMO,22,Mall,2023-01-22T09:00:00,2023-01-22T09:54:00,13.28,15.55,14.76,54,19,93,2023-01
0523783c-6c1,EVC-AHM-0053,Ahmedabad,Type2_AC,150,Public,2023-01-22T07:15:00,2023-01-22T09:17:00,232.48,134.71,114.33,122,34,60,2023-01
59df6902-af7,EVC-GAN-0046,Gandhinagar,Bharat_DC,50,Highway,2023-01-22T13:41:00,2023-01-22T16:04:00,84.49,38.26,35.45,143,38,61,2023-01
550679a3-5a3,EVC-ANA-0092,Anand,CCS2,120,Office,2023-01-22T06:01:00,2023-01-22T06:45:00,62.11,88.2,84.7,44,16,45,2023-01
6053097d-16c,EVC-RAJ-0030,Rajkot,Bharat_DC,3.3,Public,2023-01-22T10:16:00,2023-01-22T12:09:00,3.38,2.11,1.8,113,12,45,2023-01
